t,a,b
1579598649750,"[[8660.42,0.288682],[8660.44,1.77126],[8660.45,0.288681],[8660.49,2],[8660.56,3.77129],[8660.57,0.348305],[8660.64,2],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.4],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913]]","[[8659.64,0.3],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598649852,"[[8660.39,0.288683],[8660.41,2],[8660.42,0.288682],[8660.44,1.77126],[8660.45,0.288681],[8660.49,2],[8660.56,3.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.4],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046]]","[[8659.64,0.3],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598649952,"[[8660.36,0.288683],[8660.39,0.288683],[8660.41,2],[8660.42,0.288682],[8660.44,1.77126],[8660.49,2],[8660.56,3.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.5,0.138592],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.4],[8662.84,0.124103],[8662.85,0.100776]]","[[8659.64,0.287759],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598650050,"[[8660.36,0.288683],[8660.37,0.288684],[8660.39,0.288683],[8660.41,2],[8660.42,0.288682],[8660.44,1.77126],[8660.49,2],[8660.56,3.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.49,0.138593],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598650151,"[[8660.35,2],[8660.36,0.288683],[8660.37,0.288684],[8660.38,0.288684],[8660.39,0.288683],[8660.4,0.288684],[8660.41,2],[8660.42,0.288682],[8660.44,1.77126],[8660.49,2],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.49,0.138593],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598650250,"[[8660.35,2],[8660.36,0.288683],[8660.37,0.288684],[8660.38,0.288684],[8660.39,0.288683],[8660.4,0.288684],[8660.41,2],[8660.42,0.288682],[8660.44,1.77126],[8660.49,2],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.49,0.138593],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598650352,"[[8660.31,0.288684],[8660.35,1.997693],[8660.36,0.288683],[8660.37,0.288684],[8660.41,2],[8660.44,1.77126],[8660.49,2],[8660.5,0.001399],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.49,0.138593],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598650453,"[[8660.28,0.288684],[8660.31,0.265684],[8660.35,1.997693],[8660.41,2],[8660.44,1.77126],[8660.49,2],[8660.5,0.001399],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.3,0.6],[8662.36,0.138592],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.688716],[8662.84,0.124103]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598650548,"[[8660.28,0.288684],[8660.29,0.288685],[8660.31,0.265684],[8660.35,1.997693],[8660.44,1.77126],[8660.49,2],[8660.5,0.001399],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598650648,"[[8660.28,0.288684],[8660.29,0.288685],[8660.3,0.288685],[8660.31,0.265684],[8660.44,1.77126],[8660.49,2],[8660.5,0.001399],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.44,0.138593],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598650751,"[[8660.28,0.285833],[8660.29,0.288685],[8660.3,0.288685],[8660.31,0.265684],[8660.32,0.288685],[8660.44,1.77126],[8660.5,0.001399],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.4,0.138593],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598650850,"[[8660.29,0.288685],[8660.3,0.288685],[8660.31,0.265684],[8660.32,0.288685],[8660.33,0.288685],[8660.44,1.77126],[8660.5,0.001399],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.33,0.138594],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.65,0.288701]]"
1579598650950,"[[8660.3,0.288685],[8660.31,0.265684],[8660.32,0.288685],[8660.33,0.288685],[8660.34,0.288685],[8660.44,1.77126],[8660.5,0.001399],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.33,0.138594],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.65,0.288701],[8655.64,0.1]]"
1579598651051,"[[8660.3,0.288685],[8660.31,0.265684],[8660.32,0.288685],[8660.33,0.288685],[8660.34,0.288685],[8660.44,1.77126],[8660.5,0.001399],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.33,0.138594],[8662.12,0.124579],[8662.3,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.65,0.288701],[8655.64,0.1]]"
1579598651152,"[[8660.32,0.288685],[8660.33,0.288685],[8660.34,0.288685],[8660.35,0.288685],[8660.36,0.288684],[8660.44,1.77126],[8660.5,0.001399],[8660.56,1.77129],[8660.57,0.348305],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8661.33,0.138594],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.32,0.011546],[8658.41,0.094705],[8658.4,0.06],[8657.94,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.65,0.288701]]"
1579598651247,"[[8660.26,0.288685],[8660.32,0.288685],[8660.5,0.001399],[8660.88,0.036676],[8661.03,0.005781],[8661.33,0.138594],[8662.11,0.348305],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.94,1],[8662.95,0.5],[8663.07,1]]","[[8659.64,0.307313],[8659.62,0.04],[8659.59,0.149233],[8659.32,0.011546],[8658.41,0.094705],[8658.4,0.06],[8657.94,0.5],[8657.91,0.5],[8657.5,1],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4]]"
1579598651348,"[[8660.45,0.288681],[8660.49,1.771228],[8660.5,0.001399],[8660.88,0.036676],[8661.03,0.005781],[8662.11,0.348305],[8662.12,0.124579],[8662.36,0.138592],[8662.42,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.94,1],[8662.95,0.5]]","[[8659.69,0.150853],[8659.64,0.307313],[8659.62,0.04],[8659.32,0.011546],[8658.41,0.094705],[8658.4,0.06],[8657.94,0.5],[8657.91,0.5],[8657.5,1],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4]]"
1579598651451,"[[8660.5,0.001399],[8661.03,0.005781],[8662.11,0.348305],[8662.12,0.124579],[8662.36,0.138592],[8662.42,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.07,1],[8663.08,0.006446],[8663.09,0.00146],[8663.35,0.120811]]","[[8659.79,0.148989],[8659.73,0.28868],[8659.64,0.307313],[8659.62,0.04],[8659.32,0.011546],[8658.41,0.094705],[8658.4,0.06],[8657.94,0.5],[8657.91,0.5],[8657.5,1],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.46,2.898366],[8656.38,1.027801]]"
1579598651548,"[[8660.5,0.001399],[8661.03,0.005781],[8662.11,0.348305],[8662.12,0.124579],[8662.27,0.138586],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.07,1],[8663.08,0.006446],[8663.09,0.00146],[8663.35,0.120811],[8663.38,0.019989]]","[[8659.89,0.150759],[8659.83,0.222358],[8659.64,0.307313],[8659.62,0.04],[8659.32,0.011546],[8658.41,0.094705],[8658.4,0.06],[8657.94,0.5],[8657.91,0.5],[8657.51,0.127995],[8657.5,1],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.46,2.898366]]"
1579598651650,"[[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8662.11,0.348305],[8662.12,0.124579],[8662.34,0.13858],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.07,1],[8663.08,0.006446],[8663.09,0.00146],[8663.35,0.120811]]","[[8659.89,0.150759],[8659.64,0.019554],[8659.62,0.04],[8659.33,0.094705],[8659.32,0.011546],[8658.4,0.06],[8657.94,0.5],[8657.91,0.5],[8657.51,0.127995],[8657.5,1],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.46,2.898366],[8656.38,1.027801]]"
1579598651751,"[[8660.45,0.288677],[8660.48,2],[8660.49,1.771229],[8660.5,0.001399],[8660.52,0.036676],[8661.03,0.005781],[8662.11,0.348305],[8662.12,0.124579],[8662.22,0.138581],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.07,1]]","[[8659.33,0.014396],[8659.32,0.011546],[8659.24,0.150217],[8658.4,0.06],[8657.94,0.5],[8657.91,0.5],[8657.51,0.127995],[8657.5,1],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1]]"
1579598651848,"[[8660.34,0.036676],[8660.36,0.288688],[8660.39,2],[8660.42,0.288682],[8660.44,4],[8660.48,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.93,0.138584],[8662.11,0.348305],[8662.12,0.124579],[8662.42,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046]]","[[8659.33,0.014396],[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.51,0.127995],[8657.5,1],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.49,0.277168],[8655.42,2.89875]]"
1579598651949,"[[8660.34,0.036676],[8660.36,0.288688],[8660.39,2],[8660.42,0.288682],[8660.44,4],[8660.48,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.93,0.138584],[8662.11,0.348305],[8662.12,0.124579],[8662.42,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046]]","[[8659.33,0.014396],[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.51,0.127995],[8657.5,1],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.46,2.898366],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.49,0.277168],[8655.42,2.89875]]"
1579598652047,"[[8660.3,0.288689],[8660.36,0.288688],[8660.39,2],[8660.48,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.32,0.04],[8661.9,0.138584],[8662.11,0.348305],[8662.12,0.124579],[8662.42,0.6],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913]]","[[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.51,0.127995],[8657.5,1],[8657.42,0.059989],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.99,0.04],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.49,0.277168],[8655.42,2.89875],[8655.18,0.298857]]"
1579598652150,"[[8660.23,0.28869],[8660.39,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.32,0.04],[8661.77,0.138585],[8662.11,0.348305],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5]]","[[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.51,0.127995],[8657.5,1],[8657.42,0.059989],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.99,0.04],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.49,0.277168],[8655.43,0.180503],[8655.42,2.89875]]"
1579598652251,"[[8660.15,0.036676],[8660.17,0.288691],[8660.23,0.28869],[8660.39,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.32,0.04],[8661.74,0.138585],[8661.89,0.6],[8662.11,0.348305],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913]]","[[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.51,0.127995],[8657.5,1],[8657.42,0.059989],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.99,0.04],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.49,0.277168],[8655.43,0.180503],[8655.42,2.89875]]"
1579598652352,"[[8660.09,0.036676],[8660.11,0.288692],[8660.17,0.288691],[8660.39,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.32,0.04],[8661.65,0.138586],[8661.89,0.6],[8662.11,0.348305],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913]]","[[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.51,0.127995],[8657.42,0.059989],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.99,0.04],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.49,0.277168],[8655.42,2.89875],[8655.18,0.298857],[8655.1,0.408977]]"
1579598652452,"[[8660.04,0.036676],[8660.05,0.288693],[8660.11,0.288692],[8660.38,0.348305],[8660.39,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.32,0.04],[8661.62,0.138586],[8661.89,0.6],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913]]","[[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.52,1],[8657.51,0.127995],[8657.42,0.059989],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.99,0.04],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.42,2.89875],[8655.23,0.138586],[8655.18,0.298857]]"
1579598652550,"[[8659.95,0.288695],[8659.99,0.036676],[8660,0.288694],[8660.38,0.348305],[8660.39,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.32,0.04],[8661.89,0.6],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389]]","[[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.52,1],[8657.42,0.059989],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.99,0.04],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.38,1.027801],[8656.24,4],[8656,0.277174],[8655.64,0.1],[8655.18,0.298857],[8655.1,0.408977],[8655.01,0.363328]]"
1579598652652,"[[8659.95,0.288695],[8659.99,0.036676],[8660,0.288694],[8660.38,0.348305],[8660.39,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.32,0.04],[8661.89,0.6],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389]]","[[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.52,1],[8657.42,0.059989],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.99,0.04],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.38,1.027801],[8656.24,4],[8656,0.277174],[8655.64,0.1],[8655.18,0.298857],[8655.1,0.408977],[8655.01,0.363328]]"
1579598652749,"[[8659.89,0.036676],[8659.9,0.288696],[8659.93,4],[8659.95,0.288695],[8660.38,0.348305],[8660.39,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.31,0.087337],[8661.32,0.04],[8661.89,0.6],[8662.12,0.124579],[8662.42,0.14187],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103],[8662.85,0.100776]]","[[8659.32,0.011546],[8657.94,0.5],[8657.91,0.5],[8657.42,0.059989],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.99,0.04],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.18,0.298857],[8655.1,0.408977],[8655.01,0.363328],[8655,0.646142],[8654.98,4]]"
1579598652850,"[[8659.83,0.036676],[8659.84,0.28872],[8659.88,4],[8659.9,0.288696],[8659.93,4],[8659.99,1.7713],[8660.38,0.348305],[8660.39,2],[8660.49,1.771229],[8660.5,0.001399],[8661.03,0.005781],[8661.32,0.04],[8661.89,0.6],[8662.12,0.124579],[8662.42,0.14187],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.922201],[8662.84,0.124103]]","[[8657.99,0.147323],[8657.95,2],[8657.94,0.396105],[8657.91,0.5],[8657.42,0.059989],[8657.37,0.23092],[8657.11,1],[8657.1,0.08],[8656.99,0.04],[8656.8,4],[8656.65,4],[8656.61,4],[8656.59,1.25],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.18,0.298857],[8655.1,0.408977],[8655.01,0.363328],[8655,0.646142]]"
